The House Bunny,5.5,Comedy,Fred Wolf,Anna Faris,Colin Hanks,25000000,48237389,71390601,"Aug 22, 2008"
The House of Mirth,7.1,Romance,Terence Davies,Gillian Anderson,Dan Aykroyd,10000000,3041803,5149131,"Dec 22, 2000"
The House of the Devil,6.4,Horror,Ti West,Jocelin Donahue,Tom Noonan,1000000,101215,102812,"Oct 30, 2009"
The House with a Clock in Its Walls,6,Comedy,Eli Roth,Jack Black,Cate Blanchett,40000000,68549695,126331750,"Sep 21, 2018"
The Hundred-Foot Journey,7.3,Comedy,Lasse Hallstrom,Helen Mirren,Om Puri,22000000,54235441,94270488,"Aug 8, 2014"
The Hunger Games,7.2,Action,Gary Ross,Jennifer Lawrence,Josh Hutcherson,80000000,408010692,677923379,"Mar 23, 2012"
The Hunger Games: Catching Fire,7.5,Action,Francis Lawrence,Jennifer Lawrence,Josh Hutcherson,130000000,424668047,864868047,"Nov 22, 2013"
The Hunger Games: Mockingjay - Part 1,6.6,Action,Francis Lawrence,Jennifer Lawrence,Josh Hutcherson,125000000,337135885,766575131,"Nov 21, 2014"
The Hunger Games: Mockingjay - Part 2,6.5,Action,Francis Lawrence,Jennifer Lawrence,Josh Hutcherson,160000000,281723902,648986787,"Nov 20, 2015"
The Hunted,6.1,Action,William Friedkin,Tommy Lee Jones,Benicio Del Toro,55000000,34234008,47213095,"Mar 14, 2003"
The Hunting Party,6.8,Adventure,Richard Shepard,Richard Gere,Terrence Howard,40000000,876671,7729552,"Sep 7, 2007"
The Hurricane Heist,5.1,Action,Rob Cohen,Toby Kebbell,Maggie Grace,40000000,6115824,30963684,"Mar 9, 2018"
The Hurt Locker,7.6,Drama,Kathryn Bigelow,Jeremy Renner,Anthony Mackie,15000000,17017811,49894223,"Jun 26, 2009"
The Iceman,6.8,Biography,Ariel Vromen,Michael Shannon,Chris Evans,10000000,1930282,3623609,"May 3, 2013"
The Ides of March,7.1,Drama,George Clooney,Paul Giamatti,George Clooney,23000000,40962534,77735925,"Oct 7, 2011"
The Illusionist,7.6,Drama,Neil Burger,Edward Norton,Jessica Biel,16500000,39868642,83792062,"Aug 18, 2006"
The Imaginarium of Doctor Parnassus,6.8,Adventure,Terry Gilliam,Christopher Plummer,Lily Cole,30000000,7689607,64352607,"Dec 25, 2009"
The Imitation Game,8,Biography,Morten Tyldum,Benedict Cumberbatch,Keira Knightley,15000000,91125143,227740463,"Nov 28, 2014"
The Immigrant,6.6,Drama,James Gray,Marion Cotillard,Joaquin Phoenix,16000000,2013456,7585011,"May 16, 2014"
The Importance of Being Earnest,6.8,Comedy,Oliver Parker,Rupert Everett,Colin Firth,15000000,8378141,8378141,"May 22, 2002"
The Incredible Burt Wonderstone,5.9,Comedy,Don Scardino,Steve Carell,Luke Vanek,32000000,22537881,27392609,"Mar 15, 2013"
The Incredible Hulk,6.7,Action,Louis Leterrier,Edward Norton,Liv Tyler,137500000,134806913,265573859,"Jun 13, 2008"
The Incredibles,8,Animation,Brad Bird,Craig T. Nelson,Samuel L. Jackson,92000000,261441092,614726752,"Nov 5, 2004"
The Infiltrator,7,Biography,Brad Furman,Bryan Cranston,John Leguizamo,47500000,15436808,20718104,"Jul 13, 2016"
The Informant!,6.4,Biography,Steven Soderbergh,Matt Damon,Tony Hale,22000000,33316821,41771168,"Sep 18, 2009"
The Informers,5,Crime,Gregor Jordan,Billy Bob Thornton,Kim Basinger,18000000,315000,315000,"Apr 24, 2009"
The Innkeepers,5.4,Drama,Ti West,Sara Paxton,Pat Healy,750000,78396,1011535,"Feb 3, 2012"
The Intern,7.1,Comedy,Nancy Meyers,Robert De Niro,Anne Hathaway,40000000,75764672,197115710,"Sep 25, 2015"
The International,6.5,Action,Tom Tykwer,Clive Owen,Naomi Watts,50000000,25450527,53850527,"Feb 13, 2009"
The Internship,6.3,Comedy,Shawn Levy,Vince Vaughn,Owen Wilson,58000000,44672764,93672764,"Jun 7, 2013"
The Interpreter,6.4,Crime,Sydney Pollack,Nicole Kidman,Sean Penn,90000000,72708161,162753837,"Apr 22, 2005"
The Interview,6.5,Comedy,Seth Rogen,Evan Goldberg,Seth Rogen,44000000,6105175,12342632,"Feb 6, 2014"
The Intruder,5.5,Drama,Deon Taylor,Michael Ealy,Joseph Sikora,8000000,35388976,36432850,"May 3, 2019"
The Invasion,5.9,Sci-Fi,James McTeigue,Oliver Hirschbiegel,Daniel Craig,80000000,15074191,40147042,"Aug 17, 2007"
The Invention of Lying,6.4,Comedy,Matthew Robinson,Ricky Gervais,Jennifer Garner,18500000,18451251,32679264,"Oct 2, 2009"
The Invitation,6.7,Drama,Karyn Kusama,Logan Marshall-Green,Emayatzy Corinealdi,1000000,231738,354836,"Apr 8, 2016"
The Iron Lady,6.4,Biography,Phyllida Lloyd,Meryl Streep,Jim Broadbent,14000000,29959436,115592104,"Jan 13, 2012"
The Island,6.8,Action,Michael Bay,Scarlett Johansson,Ewan McGregor,120000000,35818913,163018913,"Jul 22, 2005"
The Italian Job,7,Action,F. Gary Gray,Donald Sutherland,Mark Wahlberg,60000000,106126012,176262839,"May 30, 2003"
The Jacket,7.1,Drama,John Maybury,Adrien Brody,Keira Knightley,28500000,6301131,15452978,"Mar 4, 2005"
The Joneses,6.5,Drama,Derrick Borte,Demi Moore,David Duchovny,10000000,1475746,3541565,"Apr 16, 2010"
The Judge,7.4,Crime,David Dobkin,Robert Downey Jr.,Robert Duvall,50000000,47119388,76119388,"Oct 10, 2014"
The Jungle Book,7.4,Adventure,Jon Favreau,Neel Sethi,Bill Murray,175000000,364001123,962854547,"Apr 15, 2016"
The Jungle Book 2,5.4,Animation,Steve Trenbirth,John Goodman,Haley Joel Osment,20000000,47901582,140122225,"Feb 14, 2003"
The Karate Kid,6.2,Action,Harald Zwart,Jackie Chan,Jaden Smith,40000000,176591618,351774938,"Jun 11, 2010"
The Kid,6.1,Comedy,Jon Turteltaub,Bruce Willis,Spencer Breslin,65000000,69688384,69688384,"Jul 7, 2000"
The Kid Who Would Be King,6,Action,Joe Cornish,Louis Ashbourne Serkis,Denise Gough,59000000,16790790,28296983,"Jan 25, 2019"
The Kids Are All Right,7,Comedy,Lisa Cholodenko,Annette Bening,Julianne Moore,4000000,20811365,36275469,"Jul 9, 2010"
The Killer Inside Me,6.1,Crime,Michael Winterbottom,Casey Affleck,Kate Hudson,13000000,217277,3617277,"Jun 18, 2010"
The Kingdom,7,Action,Peter Berg,Jamie Foxx,Chris Cooper,72500000,47467250,86802457,"Sep 28, 2007"
The Kite Runner,7.6,Drama,Marc Forster,Khalid Abdalla,Ahmad Khan Mahmoodzada,20000000,15800078,74180745,"Dec 14, 2007"
The Ladies Man,5.2,Comedy,Reginald Hudlin,Tim Meadows,Karyn Parsons,11000000,13592872,13719474,"Oct 13, 2000"
The Lady in the Van,6.7,Biography,Nicholas Hytner,Maggie Smith,Alex Jennings,6000000,10021175,42320503,"Jan 15, 2016"
The Ladykillers,6.2,Comedy,Joel Coen,Ethan Coen,Marlon Wayans,35000000,39692139,77392139,"Mar 26, 2004"
The Lake House,6.8,Drama,Alejandro Agresti,Keanu Reeves,Sandra Bullock,40000000,52330111,114830111,"Jun 16, 2006"
The Last Airbender,4.1,Action,M. Night Shyamalan,Noah Ringer,Nicola Peltz,150000000,131772187,319713881,"Jul 1, 2010"
The Last Castle,6.9,Action,Rod Lurie,Robert Redford,James Gandolfini,60000000,18208078,20541668,"Oct 19, 2001"
The Last Days on Mars,5.5,Adventure,Ruairi Robinson,Liev Schreiber,Elias Koteas,10600000,24084,261364,"Dec 6, 2013"
The Last Exorcism,5.6,Horror,Daniel Stamm,Patrick Fabian,Ashley Bell,1800000,41034350,70165900,"Aug 27, 2010"
The Last Exorcism Part II,4,Horror,Ed Gass-Donnelly,Ashley Bell,Julia Garner,4000000,15179303,25448707,"Mar 1, 2013"
The Last Five Years,5.9,Comedy,Richard LaGravenese,Anna Kendrick,Jeremy Jordan,2000000,147299,205298,"Feb 13, 2015"
The Last House on the Left,6.6,Horror,Dennis Iliadis,Garret Dillahunt,Monica Potter,15000000,32752215,46526243,"Mar 13, 2009"
The Last King of Scotland,7.7,Biography,Kevin Macdonald,James McAvoy,Forest Whitaker,6000000,17606684,49155371,"Sep 27, 2006"
The Last Legion,5.4,Action,Doug Lefler,Colin Firth,Ben Kingsley,67000000,5932060,25357771,"Aug 17, 2007"
The Last Samurai,7.7,Action,Edward Zwick,Tom Cruise,Ken Watanabe,140000000,111110575,456810575,"Dec 5, 2003"
The Last Song,5.9,Drama,Julie Anne Robinson,Miley Cyrus,Liam Hemsworth,20000000,62950384,92678948,"Mar 31, 2010"
The Last Stand,6.3,Action,Jee-woon Kim,Arnold Schwarzenegger,Forest Whitaker,30000000,12050299,48330757,"Jan 18, 2013"
The Last Station,7,Biography,Michael Hoffman,Helen Mirren,James McAvoy,18000000,6617867,15696146,"Jan 15, 2010"
The Last Witch Hunter,6,Action,Breck Eisner,Vin Diesel,Rose Leslie,80000000,27367660,130818912,"Oct 23, 2015"
The Lazarus Effect,5.2,Horror,David Gelb,Olivia Wilde,Mark Duplass,5000000,25801570,38359310,"Feb 27, 2015"
The League of Extraordinary Gentlemen,5.8,Action,Stephen Norrington,Sean Connery,Stuart Townsend,78000000,66465204,179265204,"Jul 11, 2003"
The Legend of Bagger Vance,6.7,Drama,Robert Redford,Will Smith,Matt Damon,60000000,30695227,39235486,"Nov 3, 2000"
The Legend of Hercules,4.2,Action,Renny Harlin,Kellan Lutz,Gaia Weiss,70000000,18848538,58953319,"Jan 10, 2014"
The Legend of Tarzan,6.3,Action,David Yates,Alexander Skarsgard,Rory J. Saper,180000000,126643061,348902025,"Jul 1, 2016"
The Legend of Zorro,5.9,Action,Martin Campbell,Antonio Banderas,Catherine Zeta-Jones,80000000,45575336,141475336,"Oct 28, 2005"
The Lego Batman Movie,7.3,Animation,Chris McKay,Will Arnett,Michael Cera,80000000,175750384,310660018,"Feb 10, 2017"
The Lego Movie,7.8,Animation,Christopher Miller,Phil Lord,Will Ferrell,60000000,257784718,457729388,"Feb 7, 2014"
The Lego Movie 2: The Second Part,6.7,Animation,Mike Mitchell,Chris Pratt,Elizabeth Banks,99000000,105806508,190209817,"Feb 8, 2019"
The Lego Ninjago Movie,6,Animation,Paul Fisher,Charlie Bean,Dave Franco,70000000,59281555,122737201,"Sep 22, 2017"
The Libertine,6.3,Biography,Laurence Dunmore,Johnny Depp,Samantha Morton,22000000,4835065,9448623,"Nov 23, 2005"
The Life Aquatic with Steve Zissou,7.3,Action,Wes Anderson,Bill Murray,Owen Wilson,50000000,24006726,34806726,"Dec 10, 2004"
The Life of David Gale,7.6,Crime,Alan Parker,Kevin Spacey,Kate Winslet,50000000,19694635,28920188,"Feb 21, 2003"
The Light Between Oceans,7.2,Drama,Derek Cianfrance,Michael Fassbender,Alicia Vikander,20000000,12545979,22281732,"Sep 2, 2016"
The Lincoln Lawyer,7.3,Crime,Brad Furman,Matthew McConaughey,Marisa Tomei,40000000,58009200,87145086,"Mar 18, 2011"
The Lion King,7.1,Animation,Jon Favreau,Donald Glover,Beyonce,79300000,421785283,986214868,"Jun 15, 1994"
The Little Vampire,5.7,Adventure,Uli Edel,Jonathan Lipnicki,Rollo Weeks,22000000,13555988,13555988,"Oct 27, 2000"
The Lizzie McGuire Movie,5.5,Adventure,Jim Fall,Hilary Duff,Adam Lamberg,15000000,42734455,55534455,"May 2, 2003"
The Lobster,7.1,Comedy,Yorgos Lanthimos,Colin Farrell,Rachel Weisz,4500000,9196278,18019834,"Mar 25, 2016"
The Lone Ranger,6.4,Action,Gore Verbinski,Johnny Depp,Armie Hammer,275000000,89302115,260002115,"Jul 2, 2013"
The Longest Ride,7.1,Drama,George Tillman Jr.,Scott Eastwood,Britt Robertson,34000000,37446117,63802928,"Apr 10, 2015"
The Longest Yard,6.4,Comedy,Peter Segal,Adam Sandler,Burt Reynolds,82000000,158119460,191558505,"May 27, 2005"
The Lord of the Rings: The Fellowship of the Ring,8.8,Adventure,Peter Jackson,Elijah Wood,Ian McKellen,109000000,315544750,887210985,"Dec 19, 2001"
The Lord of the Rings: The Return of the King,8.9,Adventure,Peter Jackson,Elijah Wood,Viggo Mortensen,94000000,377845905,1141403341,"Dec 17, 2003"
The Lord of the Rings: The Two Towers,8.7,Adventure,Peter Jackson,Elijah Wood,Ian McKellen,94000000,342548984,934699645,"Dec 18, 2002"
The Lords of Salem,5.1,Horror,Rob Zombie,Sheri Moon Zombie,Meg Foster,1500000,1165881,1541131,"Apr 19, 2013"
The Losers,6.3,Action,Sylvain White,Idris Elba,Zoe Saldana,25000000,23591432,29863840,"Apr 23, 2010"
The Lost City,6.7,Drama,Andy Garcia,Andy Garcia,Ines Sastre,9600000,2484186,5256839,"Apr 28, 2006"
The Lost City of Z,6.6,Adventure,James Gray,Charlie Hunnam,Robert Pattinson,30000000,8574339,17121823,"Apr 14, 2017"
The Love Guru,3.8,Comedy,Marco Schnabel,Mike Myers,Jessica Alba,62000000,32235793,40159017,"Jun 20, 2008"
The Loved Ones,6.7,Horror,Sean Byrne,Xavier Samuel,Robin McLeavy,4000000,0,12302,"Jun 1, 2012"
The Lovely Bones,6.7,Drama,Peter Jackson,Rachel Weisz,Mark Wahlberg,95000000,44114232,94894448,"Dec 11, 2009"
The Lucky One,6.5,Drama,Scott Hicks,Zac Efron,Taylor Schilling,25000000,60457138,96633833,"Apr 20, 2012"
The Lucky Ones,6.9,Comedy,Neil Burger,Rachel McAdams,Tim Robbins,14000000,266967,266967,"Sep 26, 2008"
The Machinist,7.7,Drama,Brad Anderson,Christian Bale,Jennifer Jason Leigh,5000000,1082044,8655397,"Oct 22, 2004"
The Magnificent Seven,6.9,Action,Antoine Fuqua,Denzel Washington,Chris Pratt,90000000,93432655,162525156,"Sep 23, 2016"
The Majestic,6.9,Drama,Frank Darabont,Jim Carrey,Martin Landau,72000000,27796042,37306334,"Dec 21, 2001"
The Man,5.6,Action,Les Mayfield,Samuel L. Jackson,Eugene Levy,20000000,8330720,10393696,"Sep 9, 2005"
The Man from Earth,7.9,Drama,Richard Schenkman,David Lee Smith,Tony Todd,200000,0,0,"Oct 19, 2007"
The Man from U.N.C.L.E.,7.3,Action,Guy Ritchie,Henry Cavill,Armie Hammer,75000000,45445109,104949584,"Aug 14, 2015"
The Man Who Knew Infinity,7.2,Biography,Matt Brown,Dev Patel,Jeremy Irons,10000000,3877922,12382122,"Apr 29, 2016"
The Man with the Iron Fists,5.4,Action,RZA,Russell Crowe,Cung Le,15000000,15634090,22018988,"Nov 2, 2012"
The Manchurian Candidate,6.6,Drama,Jonathan Demme,Denzel Washington,Liev Schreiber,80000000,65948711,96148711,"Jul 30, 2004"
The Marine,4.7,Action,John Bonito,John Cena,Kelly Carlson,15000000,18844784,22165608,"Oct 13, 2006"
The Martian,8,Adventure,Ridley Scott,Matt Damon,Jessica Chastain,108000000,228433663,655271443,"Oct 2, 2015"
The Master,7.1,Drama,Paul Thomas Anderson,Philip Seymour Hoffman,Joaquin Phoenix,37500000,16247159,50647416,"Sep 14, 2012"
The Master of Disguise,3.3,Adventure,Perry Andelin Blake,Dana Carvey,Jennifer Esposito,16000000,40363530,40363530,"Aug 2, 2002"
The Matador,6.8,Comedy,Richard Shepard,Pierce Brosnan,Greg Kinnear,10000000,12589255,17300838,"Dec 30, 2005"
The Matrix Reloaded,7.2,Action,Lilly Wachowski,Lana Wachowski,Laurence Fishburne,150000000,281553689,738576929,"May 15, 2003"
The Matrix Revolutions,6.7,Action,Lilly Wachowski,Lana Wachowski,Laurence Fishburne,150000000,139270910,427300260,"Nov 5, 2003"
The Maze Runner,6.8,Action,Wes Ball,Dylan O'Brien,Kaya Scodelario,34000000,102427862,348319861,"Sep 19, 2014"
The Mechanic,6.6,Action,Simon West,Jason Statham,Ben Foster,42500000,29121498,76347393,"Jan 28, 2011"
The Medallion,5.2,Action,Gordon Chan,Jackie Chan,Lee Evans,41000000,22108977,22108977,"Aug 22, 2003"
The Meddler,6.3,Comedy,Lorene Scafaria,Susan Sarandon,Rose Byrne,3200000,4267219,5526942,"Apr 22, 2016"
The Meg,5.7,Action,Jon Turteltaub,Jason Statham,Bingbing Li,178000000,145443742,529530715,"Aug 10, 2018"
The Men Who Stare at Goats,6.2,Comedy,Grant Heslov,Ewan McGregor,George Clooney,24000000,32428195,67348218,"Nov 6, 2009"
The Merchant of Venice,7,Drama,Michael Radford,Al Pacino,Joseph Fiennes,30000000,3765585,18765585,"Dec 29, 2004"
The Messenger,7.1,Drama,Oren Moverman,Ben Foster,Samantha Morton,6500000,1109660,1744952,"Nov 13, 2009"
The Messengers,5.4,Horror,Oxide Chun Pang,Danny Pang,Penelope Ann Miller,16000000,35374833,53774833,"Feb 2, 2007"
The Mexican,6.1,Adventure,Gore Verbinski,Brad Pitt,Julia Roberts,40000000,66808615,145238250,"Mar 2, 2001"
The Missing,6.5,Adventure,Ron Howard,Tommy Lee Jones,Cate Blanchett,65000000,26900336,38253433,"Nov 26, 2003"
The Mist,7.1,Horror,Frank Darabont,Thomas Jane,Marcia Gay Harden,13000000,25593755,57189408,"Nov 21, 2007"
The Monuments Men,6.1,Comedy,George Clooney,George Clooney,Matt Damon,70000000,78031620,158702748,"Feb 7, 2014"
The Mortal Instruments: City of Bones,5.9,Action,Harald Zwart,Lily Collins,Jamie Campbell Bower,60000000,31165421,75965567,"Aug 21, 2013"
The Mothman Prophecies,6.4,Drama,Mark Pellington,Richard Gere,Laura Linney,42000000,35228696,56438555,"Jan 25, 2002"
The Mule,7.1,Crime,Clint Eastwood,Clint Eastwood,Patrick L. Reyes,50000000,103804407,170738684,"Dec 14, 2018"
The Mule,6.3,Comedy,Angus Sampson,Tony Mahony,Angus Sampson,50000000,103804407,170738684,"Dec 14, 2018"
The Mummy,5.5,Action,Alex Kurtzman,Tom Cruise,Sofia Boutella,195000000,80101125,409953905,"Jun 9, 2017"
The Mummy Returns,6.3,Action,Stephen Sommers,Brendan Fraser,Rachel Weisz,98000000,202007640,435040395,"May 4, 2001"
The Mummy: Tomb of the Dragon Emperor,5.2,Action,Rob Cohen,Brendan Fraser,Jet Li,175000000,102491776,405760225,"Aug 1, 2008"
The Muppets,7.1,Adventure,James Bobin,Amy Adams,Jason Segel,45000000,88625922,160971922,"Nov 23, 2011"
The Musketeer,4.8,Action,Peter Hyams,Justin Chambers,Catherine Deneuve,40000000,27053815,27053815,"Sep 7, 2001"
The Namesake,7.5,Drama,Mira Nair,Kal Penn,Irrfan Khan,8500000,13610521,20288774,"Mar 9, 2007"
The Nativity Story,6.8,Drama,Catherine Hardwicke,Keisha Castle-Hughes,Shohreh Aghdashloo,35000000,37629831,46309644,"Dec 1, 2006"
The Neon Demon,6.2,Horror,Nicolas Winding Refn,Elle Fanning,Christina Hendricks,7500000,1333124,3559803,"Jun 24, 2016"
The New Guy,5.9,Comedy,Ed Decter,DJ Qualls,Lyle Lovett,13000000,28972187,28972187,"May 10, 2002"
The New World,6.7,Biography,Terrence Malick,Colin Farrell,Q'orianka Kilcher,30000000,12712093,26184400,"Dec 25, 2005"
The Next Best Thing,4.7,Comedy,John Schlesinger,Madonna,Rupert Everett,25000000,14983572,24355762,"Mar 3, 2000"
The Next Three Days,7.4,Action,Paul Haggis,Russell Crowe,Elizabeth Banks,30000000,21148651,67255916,"Nov 19, 2010"
The Nice Guys,7.4,Action,Shane Black,Russell Crowe,Ryan Gosling,50000000,36261763,59596747,"May 20, 2016"
The Night Before,6.4,Adventure,Jonathan Levine,Joseph Gordon-Levitt,Seth Rogen,25000000,43035725,52427346,"Nov 20, 2015"
The Night Listener,5.9,Crime,Patrick Stettner,Robin Williams,Toni Collette,4000000,7836393,10770993,"Aug 4, 2006"
The Notebook,7.8,Drama,Nick Cassavetes,Gena Rowlands,James Garner,30000000,81001787,116025023,"Jun 25, 2004"
The November Man,6.3,Action,Roger Donaldson,Pierce Brosnan,Luke Bracey,15000000,25018119,34820335,"Aug 27, 2014"
The Number 23,6.4,Crime,Joel Schumacher,Jim Carrey,Virginia Madsen,32000000,35193167,77593167,"Feb 23, 2007"
The Nut Job,5.7,Animation,Peter Lepeniotis,Will Arnett,Brendan Fraser,30000000,64251538,122529966,"Jan 17, 2014"
The Nutcracker and the Four Realms,5.5,Adventure,Joe Johnston,Lasse Hallstrom,Keira Knightley,132900000,54858851,170293899,"Nov 2, 2018"
The Odd Life of Timothy Green,6.6,Comedy,Peter Hedges,Jennifer Garner,Joel Edgerton,40000000,51853450,55249159,"Aug 15, 2012"
The Oh in Ohio,5.6,Comedy,Billy Kent,Parker Posey,Paul Rudd,5000000,418689,648183,"Jul 14, 2006"
The Omen,5.5,Horror,John Moore,Liev Schreiber,Julia Stiles,25000000,54607383,119295584,"Jun 6, 2006"
The One,5.9,Action,James Wong,Jet Li,Carla Gugino,49000000,43905746,72689126,"Nov 2, 2001"
The Order,5.2,Horror,Brian Helgeland,Heath Ledger,Mark Addy,35000000,7659747,11559747,"Sep 5, 2003"
The Order,4.7,Action,Sheldon Lettich,Jean-Claude Van Damme,Sofia Milos,35000000,7659747,11559747,"Sep 5, 2003"
The Other Boleyn Girl,6.7,Biography,Justin Chadwick,Natalie Portman,Scarlett Johansson,40000000,26814957,78269970,"Feb 29, 2008"
The Other Guys,6.7,Action,Adam McKay,Will Ferrell,Mark Wahlberg,100000000,119219978,170936470,"Aug 6, 2010"
The Other Side of the Door,5.3,Horror,Johannes Roberts,Sarah Wayne Callies,Jeremy Sisto,5000000,3000342,12905107,"Mar 4, 2016"
The Other Woman,6,Comedy,Nick Cassavetes,Cameron Diaz,Leslie Mann,40000000,83911193,195111193,"Apr 25, 2014"
The Others,7.6,Horror,Alejandro Amenabar,Nicole Kidman,Christopher Eccleston,17000000,96522687,207765056,"Aug 10, 2001"
The Overnight,6.1,Comedy,Patrick Brice,Adam Scott,Taylor Schilling,200000,1109808,1165996,"Jun 19, 2015"
The Oxford Murders,6.1,Crime,ilex de la Iglesia,Elijah Wood,John Hurt,10000000,4803,17704131,"Aug 6, 2010"
The Pacifier,5.6,Action,Adam Shankman,Vin Diesel,Brittany Snow,56000000,113006880,198006880,"Mar 4, 2005"
The Painted Veil,7.5,Drama,John Curran,Naomi Watts,Edward Norton,19400000,8060487,15118795,"Dec 20, 2006"
The Paperboy,5.8,Crime,Lee Daniels,Matthew McConaughey,Nicole Kidman,12500000,677200,4027663,"Oct 5, 2012"
The Passion of the Christ,7.2,Drama,Mel Gibson,Jim Caviezel,Monica Bellucci,25000000,370782930,622341924,"Feb 25, 2004"
The Patriot,7.2,Action,Roland Emmerich,Mel Gibson,Heath Ledger,110000000,113330342,215300000,"Jun 28, 2000"
The Peanuts Movie,7.1,Animation,Steve Martino,Noah Schnapp,Bill Melendez,99000000,130178411,250091610,"Nov 6, 2015"
The Perfect Guy,5.6,Crime,David M. Rosenthal,Sanaa Lathan,Michael Ealy,18000000,57027435,60278166,"Sep 11, 2015"
The Perfect Host,6.8,Comedy,Nick Tomnay,David Hyde Pierce,Clayne Crawford,1000000,48764,51587,"Jul 1, 2011"
The Perfect Man,5.5,Comedy,Mark Rosman,Hilary Duff,Heather Locklear,10000000,16535005,19535005,"Jun 17, 2005"
The Perfect Storm,6.4,Action,Wolfgang Petersen,George Clooney,Mark Wahlberg,120000000,182618434,328711434,"Jun 30, 2000"
The Perks of Being a Wallflower,8,Drama,Stephen Chbosky,Logan Lerman,Emma Watson,13000000,17742948,33069303,"Sep 21, 2012"
The Phantom of the Opera,7.3,Drama,Joel Schumacher,Gerard Butler,Emmy Rossum,55000000,51225796,153770052,"Dec 22, 2004"
The Pianist,8.5,Biography,Roman Polanski,Adrien Brody,Thomas Kretschmann,35000000,32519322,111854182,"Dec 27, 2002"
The Pink Panther,5.6,Adventure,Shawn Levy,Steve Martin,Kevin Kline,80000000,82226474,158926474,"Feb 10, 2006"
The Place Beyond the Pines,7.3,Crime,Derek Cianfrance,Ryan Gosling,Bradley Cooper,15000000,21403519,47011449,"Mar 29, 2013"
The Pledge,6.8,Crime,Sean Penn,Jack Nicholson,Benicio Del Toro,45000000,19719930,29406132,"Jan 19, 2001"
The Polar Express,6.6,Animation,Robert Zemeckis,Tom Hanks,Chris Coppola,170000000,187224605,311365187,"Nov 10, 2004"
The Possession,5.9,Horror,Ole Bornedal,Natasha Calis,Jeffrey Dean Morgan,14000000,49130588,82925064,"Aug 31, 2012"
The Possession of Hannah Grace,5.2,Horror,Diederik Van Rooijen,Shay Mitchell,Grey Damon,6000000,14836174,42785387,"Nov 30, 2018"
The Post,7.2,Biography,Steven Spielberg,Meryl Streep,Tom Hanks,50000000,81903458,179748880,"Dec 22, 2017"
The Predator,5.4,Action,Shane Black,Boyd Holbrook,Trevante Rhodes,88000000,51024708,159487563,"Sep 14, 2018"
The Prestige,8.5,Drama,Christopher Nolan,Christian Bale,Hugh Jackman,40000000,53089891,104407366,"Oct 20, 2006"
The Prince,4.6,Action,Brian A. Miller,Jason Patric,Bruce Willis,18000000,0,0,"Aug 22, 2014"
The Prince & Me,5.9,Comedy,Martha Coolidge,Julia Stiles,Luke Mably,30000000,28165882,29356757,"Apr 2, 2004"
The Princess and the Frog,7.1,Animation,John Musker,Ron Clements,Keith David,105000000,104400899,270997378,"Nov 25, 2009"
The Princess Diaries,6.3,Comedy,Garry Marshall,Julie Andrews,Anne Hathaway,30000000,108244774,165334774,"Aug 3, 2001"
The Princess Diaries 2: Royal Engagement,5.8,Comedy,Garry Marshall,Anne Hathaway,Callum Blue,45000000,95149435,122071435,"Aug 11, 2004"
The Prodigy,5.9,Horror,Nicholas McCarthy,Taylor Schilling,Jackson Robert Scott,6000000,14856291,19789712,"Feb 8, 2019"
The Professor and the Madman,7.3,Biography,Farhad Safinia,Mel Gibson,Sean Penn,25000000,0,5438228,"May 10, 2019"
The Promise,6,Drama,Terry George,Oscar Isaac,Charlotte Le Bon,90000000,8224288,10551417,"Apr 21, 2017"
The Proposal,6.7,Comedy,Anne Fletcher,Sandra Bullock,Ryan Reynolds,40000000,163958031,314709717,"Jun 19, 2009"
The Proposition,7.4,Crime,John Hillcoat,Ray Winstone,Guy Pearce,20000000,1903434,5313608,"May 5, 2006"
The Punisher,6.4,Action,Jonathan Hensleigh,Thomas Jane,John Travolta,33000000,33664370,54533774,"Apr 16, 2004"
The Purge,5.7,Horror,James DeMonaco,Ethan Hawke,Lena Headey,3000000,64473115,91266581,"Jun 7, 2013"
The Purge: Anarchy,6.4,Action,James DeMonaco,Frank Grillo,Carmen Ejogo,9000000,71562550,111534881,"Jul 18, 2014"
The Purge: Election Year,6,Action,James DeMonaco,Frank Grillo,Elizabeth Mitchell,10000000,79042440,118514727,"Jul 1, 2016"
The Pursuit of Happyness,8,Biography,Gabriele Muccino,Will Smith,Thandie Newton,55000000,162586036,307311093,"Dec 15, 2006"
The Queen,7.3,Biography,Stephen Frears,Helen Mirren,Michael Sheen,15000000,56441711,128885873,"Sep 30, 2006"
The Quiet,6.3,Crime,Jamie Babbit,Camilla Belle,Elisha Cuthbert,900000,381420,381420,"Aug 25, 2006"
The Quiet American,7.1,Drama,Phillip Noyce,Michael Caine,Brendan Fraser,20000000,12987647,26348203,"Nov 22, 2002"
The Railway Man,7.1,Biography,Jonathan Teplitzky,Colin Firth,Nicole Kidman,18000000,4438438,23910210,"Apr 11, 2014"
The Raven,6.4,Crime,James McTeigue,John Cusack,Alice Eve,26000000,16008272,30601801,"Apr 27, 2012"
The Reader,7.6,Drama,Stephen Daldry,Kate Winslet,Ralph Fiennes,32500000,34194407,112964875,"Dec 10, 2008"
The Reaping,5.6,Horror,Stephen Hopkins,Hilary Swank,David Morrissey,40000000,25126214,62226214,"Apr 5, 2007"
